Symbol,Market,Name,Sector,Industry,ListingDate
A215100,KOSDAQ,로보로보,기타 전기장비 제조업,교육용로봇,2015-04-22
A090360,KOSDAQ,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비",2011-10-17
A238500,KONEX,로보쓰리,"그외 기타 전문, 과학 및 기술 서비스업","모듈, 퍼스널 모빌리티기기",2016-04-20
A108490,KOSDAQ,로보티즈,특수 목적용 기계 제조업,"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼",2018-10-26
A900260,KOSDAQ,로스웰,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈",2016-06-30
A223220,KONEX,로지스몬,소프트웨어 개발 및 공급업,모바일 컨텐츠 개발 및 유통,2015-07-09
A067730,KOSDAQ,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리",2015-07-29
A071280,KOSDAQ,로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비,2003-11-14
A032350,KOSPI,롯데관광개발,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08
A089860,KOSPI,롯데렌탈,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19
A330590,KOSPI,롯데리츠,부동산 임대 및 공급업,부동산투자,2019-10-30
A000400,KOSPI,롯데손해보험,보험업,손해보험업,1971-04-16
A023530,KOSPI,롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래",2006-02-09
A004000,KOSPI,롯데정밀화학,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15
A286940,KOSPI,롯데정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SM, SI",2018-07-27
A280360,KOSPI,롯데제과,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30
A004990,KOSPI,롯데지주,기타 금융업,지주회사,1974-02-16
A00499K,KOSPI,롯데지주우,,,
A005300,KOSPI,롯데칠성,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",1973-06-21
A005305,KOSPI,롯데칠성우,,,
A011170,KOSPI,롯데케미칼,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30
A071840,KOSPI,롯데하이마트,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",2011-06-29
A328130,KOSDAQ,루닛,소프트웨어 개발 및 공급업,Lunit INSIGHT,2022-07-21
A038060,KOSDAQ,루멘스,반도체 제조업,LED개발 및 제조,2006-08-08
A162120,KONEX,루켄테크놀러지스,기타 전기장비 제조업,반도체 및 디스플레이 검사장비 및 검사부품,2017-07-25
A253610,KONEX,루트락,기타 전문 도매업,"인공슬관절, 척추 임플란트(의료기기 도·소매)",2020-12-24
A085370,KOSDAQ,루트로닉,의료용 기기 제조업,의료용레이저기기,2006-07-04
A08537M,KOSDAQ,루트로닉3우C,,,
A70102B96,KOSPI,룩셈부르크코어오피스(파생형)(A),,,
A70103B96,KOSPI,룩셈부르크코어오피스(파생형)(C-I),,,
A060240,KOSDAQ,룽투코리아,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04
A058470,KOSDAQ,리노공업,전자부품 제조업,"리노핀, 반도체 소켓 등",2001-12-18
A039980,KOSDAQ,리노스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","TRS통신, Kipling Bag외",2002-08-13
A019570,KOSDAQ,리더스 기술투자,신탁업 및 집합투자업,금융투자,1989-03-14
A01957229,KOSDAQ,리더스 기술투자 9WR,,,
A016100,KOSDAQ,리더스코스메틱,기타 화학제품 제조업,화장품,2003-01-15
A012700,KOSDAQ,리드코프,기타 전문 도매업,화공약품운반,1996-01-19
A302550,KOSDAQ,리메드,의료용 기기 제조업,자기장 치료기기,2019-12-06
A377450,KOSDAQ,리파인,기타 정보 서비스업,권리조사,2021-10-29
A277070,KOSDAQ,린드먼아시아,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자",2018-03-14
A042500,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration),2002-01-10
A219420,KOSDAQ,링크제니시스,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05
A027740,KOSPI,마니커,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",2002-10-29
A195500,KOSDAQ,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등",2019-08-20
A357430,KOSPI,마스턴프리미어리츠,부동산 임대 및 공급업,"프랑스 파리 소재 크리스탈파크, 프랑스 아마존 라스트마일 물류센터, 인천 항동 스마트물류센터",2022-05-31
A137930,KOSPI,마이다스 200커버드콜5%OTM,,,
A403790,KOSPI,마이다스 KoreaStock액티브,,,
A438740,KOSPI,마이다스 KoreaStock중소형액티브,,,
A305090,KOSDAQ,마이크로디지탈,의료용 기기 제조업,"바이오 분석 시스템, 메디칼 자동화 시스템",2019-06-05
A098120,KOSDAQ,마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket",2008-09-23
A147760,KOSDAQ,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드,2016-12-12
A292340,KOSPI,마이티 200커버드콜ATM레버리지,,,
A159800,KOSPI,마이티 코스피100,,,
A377480,KOSDAQ,마인즈랩,소프트웨어 개발 및 공급업,종합 인공지능 엔진 및 플랫폼,2021-11-23
A038290,KOSDAQ,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2000-02-22
A001080,KOSPI,만호제강,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",1977-06-18
A267980,KOSDAQ,매일유업,낙농제품 및 식용빙과류 제조업,"유제품(우유, 분유, 발효유, 치즈, 음료 등)",2017-06-05
A005990,KOSDAQ,매일홀딩스,낙농제품 및 식용빙과류 제조업,유제품,1999-05-14
A093520,KOSDAQ,매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2007-02-12
A377030,KOSDAQ,맥스트,소프트웨어 개발 및 공급업,AR 개발 플랫폼/AR솔루션,2021-07-27
A088980,KOSPI,맥쿼리인프라,신탁업 및 집합투자업,증권투자회사,2006-03-15
A094800,KOSPI,맵스리얼티1,신탁업 및 집합투자업,,2007-04-09
A74401777,KOSPI,맵스미국11호,,,
A74401BAA,KOSPI,맵스미국16호 종류A,,,
A74401769,KOSPI,맵스미국9-2호,,,
A100590,KOSDAQ,머큐리,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비",2018-12-14
A067280,KOSDAQ,멀티캠퍼스,기타 교육기관,성인/기업전문 교육서비스,2006-11-16
A072870,KOSDAQ,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매",2004-12-21
A215200,KOSDAQ,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의",2015-05-04
A133750,KOSDAQ,메가엠디,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의",2015-12-18
A235980,KOSDAQ,메드팩토,자연과학 및 공학 연구개발업,항암제 신약개발,2019-12-19
A200580,KONEX,메디쎄이,의료용 기기 제조업,정형외과용 척추임플란트,2015-10-20
A041920,KOSDAQ,메디아나,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",2014-10-07
A233250,KONEX,메디안디노스틱,의료용품 및 기타 의약 관련제품 제조업,동물질병 체외진단키트 및 진단용 시약,2017-06-26
A014100,KOSDAQ,메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스",1995-01-03
A236340,KONEX,메디젠휴먼케어,자연과학 및 공학 연구개발업,M-CHECK (개인별 유전적 질병 예측 서비스),2016-01-26
A054180,KOSDAQ,메디콕스,선박 및 보트 건조업,XML/SGML 관련 제품 및 솔루션,2001-10-16
A086900,KOSDAQ,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16
A078160,KOSDAQ,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29
A065650,KOSDAQ,메디프론,기계장비 및 관련 물품 도매업,음반재킷 제작,2003-01-21
A610032,KOSPI,메리츠 CSI 300 ETN,,,
A610031,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN,,,
A610030,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN(H),,,
A610033,KOSPI,메리츠 STAR 50 ETN,,,
A610026,KOSPI,메리츠 구리 선물 ETN(H),,,
A610018,KOSPI,메리츠 국채10년 ETN,,,
A610007,KOSPI,메리츠 국채30년 ETN,,,
A610011,KOSPI,메리츠 금 선물 ETN(H),,,
A610034,KOSPI,메리츠 대표 농산물 선물 ETN(H),,,
A610005,KOSPI,메리츠 레버리지 KRX300 선물 ETN,,,
A610028,KOSPI,메리츠 레버리지 구리 선물 ETN(H),,,
A610019,KOSPI,메리츠 레버리지 국채10년 ETN,,,
A610008,KOSPI,메리츠 레버리지 국채30년 ETN,,,
A610012,KOSPI,메리츠 레버리지 금 선물 ETN(H),,,
A610035,KOSPI,메리츠 레버리지 대표 농산물 선물 ETN(H),,,
A610023,KOSPI,메리츠 레버리지 미국채10년 ETN(H),,,
A610038,KOSPI,메리츠 레버리지 미국채30년 ETN(H),,,
A610016,KOSPI,메리츠 레버리지 은 선물 ETN(H),,,
A610002,KOSPI,메리츠 레버리지 인플레이션 국채 ETN,,,
A610003,KOSPI,메리츠 미국 인플레이션 국채 ETN(H),,,
A610004,KOSPI,메리츠 미국레버리지 인플레이션국채ETN(H),,,
A610022,KOSPI,메리츠 미국채10년 ETN(H),,,
A610037,KOSPI,메리츠 미국채30년 ETN(H),,,
A610041,KOSPI,메리츠 블룸버그 레버리지 WTI선물 ETN(H),,,
A610042,KOSPI,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),,,
A610014,KOSPI,메리츠 은 선물 ETN(H),,,
A610006,KOSPI,메리츠 인버스 2X KRX300 선물 ETN,,,
A610029,KOSPI,메리츠 인버스 2X 구리 선물 ETN(H),,,
A610021,KOSPI,메리츠 인버스 2X 국채10년 ETN,,,
A610010,KOSPI,메리츠 인버스 2X 국채30년 ETN,,,
A610013,KOSPI,메리츠 인버스 2X 금 선물 ETN(H),,,
A610036,KOSPI,메리츠 인버스 2X 대표 농산물 선물 ETN(H),,,
A610025,KOSPI,메리츠 인버스 2X 미국채10년 ETN(H),,,
A610040,KOSPI,메리츠 인버스 2X 미국채30년 ETN(H),,,
A610017,KOSPI,메리츠 인버스 2X 은 선물 ETN(H),,,
A610027,KOSPI,메리츠 인버스 구리 선물 ETN(H),,,
A610020,KOSPI,메리츠 인버스 국채10년 ETN,,,
A610009,KOSPI,메리츠 인버스 국채30년 ETN,,,
A610024,KOSPI,메리츠 인버스 미국채10년 ETN(H),,,
A610039,KOSPI,메리츠 인버스 미국채30년 ETN(H),,,
A610015,KOSPI,메리츠 인버스 은 선물 ETN(H),,,
A610044,KOSPI,메리츠 인버스 천연가스 선물 ETN(H),,,
A610001,KOSPI,메리츠 인플레이션 국채 ETN,,,
A610043,KOSPI,메리츠 천연가스 선물 ETN(H),,,
A138040,KOSPI,메리츠금융지주,기타 금융업,투자사업,2011-05-13
A74601669,KOSPI,메리츠베트남주식혼합,,,
A008560,KOSPI,메리츠증권,금융 지원 서비스업,"유가증권의 위탁매매,자기매매,인수공모주선업무",1992-01-15
A000060,KOSPI,메리츠화재,보험업,"손해보험(화재,해상,운송보험)",1956-07-02
A021880,KOSDAQ,메이슨캐피탈,기타 금융업,리스수입,1996-09-02
A140410,KOSDAQ,메지온,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20
A241770,KOSDAQ,메카로,기타 화학제품 제조업,반도체용 전구체 및 히터블록,2017-12-06
A090370,KOSPI,메타랩스,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조",2006-12-26
A059210,KOSDAQ,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",2008-04-15
A058110,KOSDAQ,멕아이씨에스,의료용 기기 제조업,인공호흡기,2015-12-14
A096640,KOSDAQ,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18
A017180,KOSPI,명문제약,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매",2008-07-10
A257370,KOSDAQ,명성티엔에스,특수 목적용 기계 제조업,"2차전지 분리막 제조설비, 디스플레이용 생산설비",2018-09-13
A009900,KOSPI,명신산업,자동차 신품 부품 제조업,자동차차체부품,2020-12-07
A267060,KONEX,명진홀딩스,수산물 가공 및 저장 처리업,"연어 가공 식품(필렛, HMR)",2017-08-24
A012690,KOSPI,모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매",1988-10-14
A005360,KOSPI,모나미,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필",1974-06-26
A080420,KOSDAQ,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터",2005-12-06
A417970,KOSDAQ,모델솔루션,특수 목적용 기계 제조업,"하이엔드 프로토타입 제조, 다품종 소량생산 서비스",2022-10-07
A080160,KOSDAQ,모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선",2005-07-26
A204210,KOSPI,모두투어리츠,부동산 임대 및 공급업,"호텔 부동산 취득, 관리, 개량 및 처분",2016-09-22
A100030,KOSDAQ,모바일리더,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션",2010-05-25
A087260,KOSDAQ,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS",2017-02-24
A101330,KOSDAQ,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04
A012860,KOSDAQ,모베이스전자,자동차 신품 부품 제조업,"스마트키,스위치",1994-10-26
A363260,KOSDAQ,모비데이즈,광고업,기업인수합병,2021-02-10
A348030,KOSDAQ,모비릭스,소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱,2021-01-28
A250060,KOSDAQ,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병,2016-09-08
A288980,KOSDAQ,모아데이타,소프트웨어 개발 및 공급업,인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,2022-03-10
A033200,KOSDAQ,모아텍,전자부품 제조업,위치제어용초정및소형모터,1997-10-13
A009680,KOSPI,모토닉,자동차 신품 부품 제조업,"자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매",1994-01-14
A118990,KOSDAQ,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04
A006920,KOSDAQ,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘,1989-01-05
A009580,KOSPI,무림P&P,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20
A001810,KOSDAQ,무림SP,"펄프, 종이 및 판지 제조업","아트지,CCP지",2000-01-04
A009200,KOSPI,무림페이퍼,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",1990-06-09
A135160,KONEX,무송지오씨,절연선 및 케이블 제조업,옥내외용케이블,2015-12-28
A322970,KONEX,무진메디,자연과학 및 공학 연구개발업,"NANO-MEDICINE 전문회사,LNP(지질나노입자)를 이용한 원료 소재 및 개량/신약 개발",2020-06-24
A033920,KOSPI,무학,알코올음료 제조업,소주,2010-07-20
A008420,KOSPI,문배철강,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매",1994-11-05
A279600,KOSDAQ,미디어젠,소프트웨어 개발 및 공급업,음성인식 소프트웨어 기술개발,2019-11-05
A52H009,KOSPI,미래H009삼성전자콜,,,
A52H013,KOSPI,미래H013모비스콜,,,
A52H034,KOSPI,미래H034현대차콜,,,
A52H035,KOSPI,미래H035현대차콜,,,
A52H071,KOSPI,미래H071한국전력콜,,,
A52H072,KOSPI,미래H072한국전력콜,,,
A52H085,KOSPI,미래H085카카오콜,,,
A52H654,KOSPI,미래H654삼성전자콜,,,
A52H655,KOSPI,미래H655삼성전자콜,,,
A52H656,KOSPI,미래H656삼성전자콜,,,
A52H657,KOSPI,미래H657삼성전자콜,,,
A52H660,KOSPI,미래H660삼성전자콜,,,
A52H671,KOSPI,미래H671셀트리온콜,,,
A52H683,KOSPI,미래H683SK하이닉콜,,,
A52H684,KOSPI,미래H684SK하이닉콜,,,
A52H695,KOSPI,미래H695엘지전자콜,,,
A52H700,KOSPI,미래H700현대차콜,,,
A52H701,KOSPI,미래H701현대차콜,,,
A52H703,KOSPI,미래H703현대차콜,,,
A52H704,KOSPI,미래H704현대차콜,,,
A52H705,KOSPI,미래H705현대차콜,,,
A52H706,KOSPI,미래H706현대차콜,,,
A52H710,KOSPI,미래H710한국전력콜,,,
A52H711,KOSPI,미래H711한국전력콜,,,
A52H712,KOSPI,미래H712한국전력콜,,,
A52H713,KOSPI,미래H713한국전력콜,,,
A52H724,KOSPI,미래H724모비스콜,,,
A52H725,KOSPI,미래H725모비스콜,,,
A52H730,KOSPI,미래H730엘지디스콜,,,
A52H731,KOSPI,미래H731엘지디스콜,,,
A52H732,KOSPI,미래H732엘지디스콜,,,
A52H733,KOSPI,미래H733엘지디스콜,,,
A52H741,KOSPI,미래H741기아콜,,,
A52H742,KOSPI,미래H742기아콜,,,
A52H752,KOSPI,미래H752SK이노콜,,,
A52H753,KOSPI,미래H753SK이노콜,,,
A52H756,KOSPI,미래H756POSCO홀콜,,,
A52H757,KOSPI,미래H757POSCO홀콜,,,
A52H758,KOSPI,미래H758POSCO홀콜,,,
A52H774,KOSPI,미래H774네이버콜,,,
A52H778,KOSPI,미래H778삼성SDI콜,,,
A52H779,KOSPI,미래H779삼성SDI콜,,,
A52H791,KOSPI,미래H791현대상선콜,,,
A52H792,KOSPI,미래H792현대상선콜,,,
A52H804,KOSPI,미래H804NC소프트콜,,,
A52H807,KOSPI,미래H807한화솔루콜,,,
A52H814,KOSPI,미래H814카카뱅크콜,,,
A52H820,KOSPI,미래H820두산에너콜,,,
A52H833,KOSPI,미래H833크래프톤콜,,,
A52H847,KOSPI,미래H847호텔신라콜,,,
A52H853,KOSPI,미래H853케이티지콜,,,
A52H979,KOSPI,미래H979삼성전자콜,,,
A52H980,KOSPI,미래H980삼성전자콜,,,
A52H982,KOSPI,미래H982삼성전자콜,,,
A52H983,KOSPI,미래H983삼성전자풋,,,
A52HA09,KOSPI,미래HA09엘지디스콜,,,
A52HA18,KOSPI,미래HA18SK이노콜,,,
A52HA19,KOSPI,미래HA19SK이노콜,,,
A52HA20,KOSPI,미래HA20SK이노콜,,,
A52HA23,KOSPI,미래HA23카카오콜,,,
A52HA28,KOSPI,미래HA28한국전력풋,,,
A52HA38,KOSPI,미래HA38현대차콜,,,
A52HA39,KOSPI,미래HA39현대차콜,,,
A52HA40,KOSPI,미래HA40현대차콜,,,
A52HA47,KOSPI,미래HA47POSCO홀콜,,,
A52HA48,KOSPI,미래HA48POSCO홀콜,,,
A52HA58,KOSPI,미래HA58기아콜,,,
A52HA59,KOSPI,미래HA59기아콜,,,
A52HA60,KOSPI,미래HA60기아콜,,,
A52HA61,KOSPI,미래HA61기아콜,,,
A52HA69,KOSPI,미래HA69모비스콜,,,
A52HA70,KOSPI,미래HA70모비스콜,,,
A52HA71,KOSPI,미래HA71모비스콜,,,
A52HA81,KOSPI,미래HA81네이버콜,,,
A52HA84,KOSPI,미래HA84네이버콜,,,
A52HA92,KOSPI,미래HA92LG이노텍콜,,,
A52HB03,KOSPI,미래HB03크래프톤콜,,,
A52HB18,KOSPI,미래HB18LG화학콜,,,
A52HB19,KOSPI,미래HB19LG화학콜,,,
A52HB27,KOSPI,미래HB27NC소프트콜,,,
A52HB28,KOSPI,미래HB28NC소프트콜,,,
A52HB29,KOSPI,미래HB29NC소프트콜,,,
A52HB35,KOSPI,미래HB35삼성물산콜,,,
A52HB45,KOSPI,미래HB45KB금융콜,,,
A52HB50,KOSPI,미래HB50신한지주콜,,,
A52HB59,KOSPI,미래HB59하나금융콜,,,
A52HB65,KOSPI,미래HB65SK콜,,,
A52HC65,KOSPI,미래HC65삼성전자콜,,,
A52HC66,KOSPI,미래HC66삼성전자콜,,,
A52HC67,KOSPI,미래HC67삼성전자콜,,,
A52HC68,KOSPI,미래HC68삼성전자콜,,,
A52HC70,KOSPI,미래HC70삼성전자콜,,,
A52HC71,KOSPI,미래HC71삼성전자콜,,,
A52HC72,KOSPI,미래HC72삼성전자콜,,,
A52HC73,KOSPI,미래HC73삼성전자콜,,,
A52HC74,KOSPI,미래HC74삼성전자콜,,,
A52HC81,KOSPI,미래HC81엘지디스콜,,,
A52HC82,KOSPI,미래HC82엘지디스콜,,,
A52HC83,KOSPI,미래HC83엘지디스콜,,,
A52HC90,KOSPI,미래HC90현대차콜,,,
A52HC91,KOSPI,미래HC91현대차콜,,,
A52HC96,KOSPI,미래HC96SK하이닉콜,,,
A52HC97,KOSPI,미래HC97SK하이닉콜,,,
A52HC99,KOSPI,미래HC99SK하이닉콜,,,
A52HD00,KOSPI,미래HD00SK하이닉콜,,,
A52HD01,KOSPI,미래HD01SK하이닉콜,,,
A52HD02,KOSPI,미래HD02SK하이닉콜,,,
A52HD05,KOSPI,미래HD05SK하이닉콜,,,
A52HD14,KOSPI,미래HD14셀트리온콜,,,
A52HD15,KOSPI,미래HD15셀트리온콜,,,
A52HD22,KOSPI,미래HD22SK이노콜,,,
A52HD23,KOSPI,미래HD23SK이노콜,,,
A52HD24,KOSPI,미래HD24SK이노콜,,,
A52HD25,KOSPI,미래HD25SK이노콜,,,
A52HD41,KOSPI,미래HD41두산에너콜,,,
A52HD42,KOSPI,미래HD42두산에너콜,,,
A52HD43,KOSPI,미래HD43두산에너콜,,,
A52HD44,KOSPI,미래HD44두산에너콜,,,
A52HD50,KOSPI,미래HD50한국전력콜,,,
A52HD51,KOSPI,미래HD51한국전력콜,,,
A52HD60,KOSPI,미래HD60모비스콜,,,
A52HD61,KOSPI,미래HD61모비스콜,,,
A52HD62,KOSPI,미래HD62모비스콜,,,
A52HD66,KOSPI,미래HD66하이브콜,,,
A52HD70,KOSPI,미래HD70삼성전기콜,,,
A52HD71,KOSPI,미래HD71삼성전기콜,,,
A52HD76,KOSPI,미래HD76기아콜,,,
A52HD77,KOSPI,미래HD77기아콜,,,
A52HD78,KOSPI,미래HD78기아콜,,,
A52HD84,KOSPI,미래HD84엘지전자콜,,,
A52HD85,KOSPI,미래HD85엘지전자콜,,,
A52HD87,KOSPI,미래HD87엘지전자콜,,,
A52HD88,KOSPI,미래HD88엘지전자콜,,,
A52HD92,KOSPI,미래HD92현대상선콜,,,
A52HD93,KOSPI,미래HD93현대상선콜,,,
A52HD94,KOSPI,미래HD94현대상선콜,,,
A52HE01,KOSPI,미래HE01아모레콜,,,
A52HE02,KOSPI,미래HE02아모레콜,,,
A52HE18,KOSPI,미래HE18KB금융콜,,,
A52HE24,KOSPI,미래HE24LG화학콜,,,
A52HE25,KOSPI,미래HE25LG화학콜,,,
A52HE50,KOSPI,미래HE50삼성엔지콜,,,
A52HE56,KOSPI,미래HE56한화솔루콜,,,
A52HE63,KOSPI,미래HE63삼성물산콜,,,
A52HE70,KOSPI,미래HE70SK텔레콤콜,,,
A52HF54,KOSPI,미래HF54삼성전자콜,,,
A52HF55,KOSPI,미래HF55삼성전자콜,,,
A52HF56,KOSPI,미래HF56삼성전자콜,,,
A52HF57,KOSPI,미래HF57삼성전자콜,,,
A52HF58,KOSPI,미래HF58삼성전자콜,,,
A52HF59,KOSPI,미래HF59삼성전자콜,,,
A52HF60,KOSPI,미래HF60삼성전자콜,,,
A52HF64,KOSPI,미래HF64현대차콜,,,
A52HF65,KOSPI,미래HF65현대차콜,,,
A52HF66,KOSPI,미래HF66현대차콜,,,
A52HF74,KOSPI,미래HF74SK하이닉콜,,,
A52HF75,KOSPI,미래HF75SK하이닉콜,,,
A52HF76,KOSPI,미래HF76SK하이닉콜,,,
A52HF77,KOSPI,미래HF77SK하이닉콜,,,
A52HF78,KOSPI,미래HF78SK하이닉콜,,,
A52HF86,KOSPI,미래HF86엘지디스콜,,,
A52HF87,KOSPI,미래HF87엘지디스콜,,,
A52HF88,KOSPI,미래HF88엘지디스콜,,,
A52HF89,KOSPI,미래HF89엘지디스콜,,,
A52HF90,KOSPI,미래HF90엘지디스콜,,,
A52HF91,KOSPI,미래HF91엘지디스콜,,,
A52HF92,KOSPI,미래HF92엘지디스콜,,,
A52HF97,KOSPI,미래HF97셀트리온콜,,,
A52HF98,KOSPI,미래HF98셀트리온콜,,,
A52HG03,KOSPI,미래HG03모비스콜,,,
A52HG04,KOSPI,미래HG04모비스콜,,,
A52HG05,KOSPI,미래HG05모비스콜,,,
A52HG18,KOSPI,미래HG18엘지전자콜,,,
A52HG26,KOSPI,미래HG26카카오콜,,,
A52HG27,KOSPI,미래HG27카카오콜,,,
A52HG28,KOSPI,미래HG28카카오콜,,,
A52HG32,KOSPI,미래HG32신한지주콜,,,
A52HG35,KOSPI,미래HG35삼성전기콜,,,
A52HG40,KOSPI,미래HG40한국전력콜,,,
A52HG41,KOSPI,미래HG41한국전력콜,,,
A52HG42,KOSPI,미래HG42한국전력콜,,,
A52HG43,KOSPI,미래HG43한국전력콜,,,
A52HG44,KOSPI,미래HG44한국전력콜,,,
A52HG45,KOSPI,미래HG45기아콜,,,
A52HG54,KOSPI,미래HG54하이브콜,,,
A52HG55,KOSPI,미래HG55하이브콜,,,
A52HG62,KOSPI,미래HG62호텔신라콜,,,
A52HG64,KOSPI,미래HG64호텔신라콜,,,
A52HG68,KOSPI,미래HG68삼성SDI콜,,,
A52HG74,KOSPI,미래HG74네이버콜,,,
A52HG75,KOSPI,미래HG75네이버콜,,,
A52HG81,KOSPI,미래HG81LG이노텍콜,,,
A52HG82,KOSPI,미래HG82LG이노텍콜,,,
A52HG83,KOSPI,미래HG83LG이노텍콜,,,
A52HG87,KOSPI,미래HG87크래프톤콜,,,
A52HG93,KOSPI,미래HG93삼성바이콜,,,
A52HG94,KOSPI,미래HG94삼성바이콜,,,
A52HG95,KOSPI,미래HG95삼성바이콜,,,
A52HH01,KOSPI,미래HH01SK이노콜,,,
A52HH02,KOSPI,미래HH02SK이노콜,,,
A52HH03,KOSPI,미래HH03SK이노콜,,,
A52HH04,KOSPI,미래HH04SK이노콜,,,
A52HH05,KOSPI,미래HH05SK이노콜,,,
A52HH12,KOSPI,미래HH12NC소프트콜,,,
A52HH13,KOSPI,미래HH13NC소프트콜,,,
A52HH14,KOSPI,미래HH14NC소프트콜,,,
A52HH15,KOSPI,미래HH15NC소프트콜,,,
A52HH18,KOSPI,미래HH18두산에너콜,,,
A52HH19,KOSPI,미래HH19두산에너콜,,,
A52HH22,KOSPI,미래HH22LG화학콜,,,
A52HH26,KOSPI,미래HH26아모레콜,,,
